time_period,season,ccg_nm,adn_dgnm,sex_cd,age_group,trns_cnt,ttl_trns_amt,업종 대분류
1.0,0.0,0.2913993618949017,0.23067499100689695,0.0,2.0,8,14300,양식
1.0,3.0,0.2671829960159548,0.26258855509913603,1.0,6.0,34,304500,한식
1.0,2.0,0.29195415351557913,0.2517229052144584,0.0,2.0,10,86000,한식
2.0,2.0,0.2909647861804005,0.2660606383054931,1.0,2.0,42,2442600,일식
2.0,3.0,0.2831385549572643,0.31361486405017763,1.0,4.0,5,171000,일식
2.0,0.0,0.28399506263910707,0.24848852705679617,1.0,3.0,1399,62379380,한식
2.0,0.0,0.2964279505003217,0.24321731930075383,0.0,3.0,4,102000,주점
2.0,3.0,0.28278421402254517,0.234000834782,1.0,6.0,14,947000,일식
2.0,3.0,0.313943929122366,0.35217897141294374,0.0,6.0,1,20000,주점
1.0,1.0,0.2972852490943584,0.36736712400389,1.0,6.0,18,114000,한식
1.0,1.0,0.27785564431369575,0.27040699526864836,1.0,5.0,14,213200,한식
0.0,1.0,0.2923097039804287,0.26770307541199057,1.0,4.0,4,30200,양식
2.0,2.0,0.3133218919809332,0.32799803032424735,1.0,5.0,116,2454200,일식
2.0,1.0,0.2965232184357257,0.2920579284354683,1.0,6.0,1109,33338320,한식
2.0,2.0,0.2671829960159548,0.26258855509913603,0.0,1.0,2,22100,중식
2.0,2.0,0.30105717361236184,0.2974128838402597,1.0,5.0,63,3796500,주점
2.0,2.0,0.2972852490943584,0.267249345306939,0.0,4.0,34,1386900,일식
1.0,1.0,0.29195415351557913,0.4424531344050914,1.0,2.0,9,29700,양식
2.0,0.0,0.2923097039804287,0.2215904563012397,0.0,6.0,11,305500,주점
2.0,0.0,0.3113035890430504,0.2824735325016967,0.0,1.0,3,22900,양식
2.0,3.0,0.3104321061719085,0.390380309842993,1.0,5.0,51,499667,양식
0.0,3.0,0.305415244921692,0.324318846260723,1.0,6.0,3,81500,한식
0.0,3.0,0.3041758140561515,0.36823288944643495,0.0,4.0,1,40000,주점
1.0,2.0,0.30239157546187706,0.3380208300493451,1.0,8.0,2,22500,한식
2.0,2.0,0.3022859040986899,0.3331310829781625,1.0,6.0,7,109000,중식
2.0,1.0,0.30789741395079523,0.03758432114429707,1.0,3.0,93,1491900,한식
2.0,3.0,0.30105717361236184,0.30100088385455065,1.0,6.0,213,1200000,양식
2.0,2.0,0.28943273899943706,0.47368222008043565,1.0,6.0,169,580800,양식
2.0,2.0,0.3250680620933622,0.3580541833159978,0.0,6.0,1,19500,주점
2.0,1.0,0.30086534311805274,0.4273601769610128,0.0,7.0,4,26800,양식
2.0,2.0,0.3033485583126569,0.34242260676569647,1.0,7.0,7,154000,중식
1.0,2.0,0.2972852490943584,0.2760807978785636,1.0,7.0,15,131600,한식
2.0,1.0,0.29165482142116217,0.28712853367784974,1.0,7.0,149,3525400,한식
2.0,2.0,0.2921139805953464,0.25889830508275974,0.0,6.0,49,3304250,일식
2.0,3.0,0.30043485274898596,0.26770309815689913,1.0,3.0,3222,91029208,한식
2.0,2.0,0.305415244921692,0.25807720120691513,0.0,8.0,17,532700,중식
2.0,2.0,0.313943929122366,0.289506918513901,1.0,5.0,39,2046000,일식
2.0,1.0,0.28750835805659214,0.3241713796261784,1.0,2.0,4,119000,일식
2.0,3.0,0.28943273899943706,0.31759808764970493,0.0,2.0,1,95000,주점
2.0,0.0,0.31501210362201376,0.32080361182343087,0.0,6.0,683,25301000,한식
2.0,1.0,0.27785564431369575,0.33460916355217935,0.0,7.0,162,4993000,한식
2.0,1.0,0.27785564431369575,0.27040699526864836,0.0,6.0,2,86500,주점
2.0,3.0,0.30086534311805274,0.29121039638905266,0.0,6.0,46,1645400,일식
2.0,1.0,0.28541885793426114,0.4031217966835603,0.0,3.0,27,249550,양식
2.0,2.0,0.2848890887686061,0.32512440660074254,0.0,7.0,119,3259500,한식
2.0,1.0,0.29195415351557913,0.3523145121288861,1.0,4.0,76,1202500,중식
2.0,0.0,0.3041758140561515,0.3532843004619688,1.0,7.0,1,21000,중식
2.0,1.0,0.30770967361599655,0.29225975730743675,0.0,4.0,27,1027100,일식
2.0,3.0,0.29418079276132586,0.41838121733054634,0.0,6.0,168,2235270,양식
2.0,0.0,0.28399506263910707,0.31116338259419907,1.0,7.0,2,36000,중식
2.0,3.0,0.3022859040986899,0.3033359199041528,1.0,7.0,149,3887000,한식
2.0,1.0,0.2913993618949017,0.3165552362228713,0.0,3.0,999,11149500,양식
2.0,2.0,0.2972852490943584,0.25018837938839933,1.0,4.0,16,946000,주점
2.0,1.0,0.2831385549572643,0.3029947585087987,1.0,7.0,57,203900,양식
2.0,3.0,0.2964279505003217,0.2667853224018998,0.0,4.0,1022,29889600,한식
2.0,0.0,0.2961076762408007,0.2529369124748356,0.0,8.0,4,156000,중식
2.0,3.0,0.3250680620933622,0.35085098917214336,0.0,6.0,40,3440000,일식
2.0,0.0,0.30239157546187706,0.2748903862757272,1.0,5.0,468,2821593,양식
0.0,0.0,0.2921139805953464,0.251973690328574,1.0,2.0,6,136500,한식
2.0,0.0,0.3041758140561515,0.30729227560543554,1.0,8.0,1,110000,일식
2.0,0.0,0.2964279505003217,0.2546068575252374,1.0,6.0,71,1884600,중식
0.0,2.0,0.3133218919809332,0.40271829963048406,1.0,5.0,1,110000,한식
1.0,1.0,0.28399506263910707,0.3152313730759581,1.0,4.0,26,427500,한식
2.0,3.0,0.3022859040986899,0.29710181228112614,0.0,8.0,2,67000,일식
1.0,1.0,0.30389048939083074,0.3532257526415605,1.0,2.0,12,46400,양식
2.0,3.0,0.28516829945536093,0.3443875385856062,1.0,7.0,1,6000,중식
0.0,3.0,0.270468890062538,0.2595287359306258,0.0,5.0,2,71200,주점
2.0,0.0,0.28750835805659214,0.26916950667291556,0.0,5.0,17,300500,중식
2.0,3.0,0.29418079276132586,0.26903978198149026,0.0,6.0,55,4011700,일식
0.0,0.0,0.3104321061719085,0.21604043791817165,0.0,5.0,1,14000,한식
2.0,3.0,0.2928870606413812,0.2665201082103992,1.0,5.0,13,489500,주점
1.0,0.0,0.2923097039804287,0.26675713432845843,1.0,4.0,6,22500,중식
2.0,0.0,0.2964279505003217,0.3793705468610478,0.0,2.0,4,61000,중식
2.0,1.0,0.2867365272480098,0.35027361913378424,1.0,7.0,17,85000,양식
2.0,1.0,0.3022859040986899,0.28086598173231975,0.0,7.0,2,55500,주점
1.0,2.0,0.2873508808325221,0.2806331367487561,1.0,8.0,2,37500,한식
1.0,1.0,0.3250680620933622,0.3012558139194813,1.0,3.0,20,207900,한식
2.0,3.0,0.2937105638666578,0.25013715249592067,0.0,1.0,1,8500,일식
1.0,3.0,0.3133218919809332,0.32712933963570107,0.0,7.0,12,128800,양식
2.0,3.0,0.2936341644493487,0.28024299426322397,1.0,8.0,20,92700,양식
2.0,3.0,0.305415244921692,0.3781585597862002,0.0,5.0,12,182700,일식
2.0,0.0,0.2873508808325221,0.2700249555393134,0.0,3.0,861,7324480,양식
0.0,3.0,0.29195415351557913,0.26677216016833016,1.0,3.0,1,58800,주점
0.0,1.0,0.305415244921692,0.25807720120691513,1.0,4.0,2,84000,일식
1.0,1.0,0.3133218919809332,0.2865128140499434,1.0,3.0,38,102700,양식
1.0,2.0,0.3410034126156774,0.30795610571543,1.0,3.0,2,51000,중식
2.0,0.0,0.27785564431369575,0.29857165569929395,1.0,7.0,4,224000,일식
1.0,1.0,0.2636909283438781,0.21120516692834826,1.0,4.0,38,188500,양식
2.0,2.0,0.3041758140561515,0.2680734649416609,1.0,1.0,3,41900,일식
2.0,2.0,0.2917792185458611,0.3311857082433759,1.0,7.0,1,50000,일식
2.0,0.0,0.30105717361236184,0.3287407656340585,1.0,3.0,21,2496200,일식
1.0,2.0,0.2913993618949017,0.2825748336118126,1.0,8.0,1,9000,한식
1.0,0.0,0.2777624408633689,0.3109680201702809,0.0,7.0,3,11300,양식
1.0,3.0,0.2917792185458611,0.24043916968884113,1.0,3.0,19,68100,양식
2.0,2.0,0.29195415351557913,0.2517229052144584,0.0,4.0,3004,19981530,양식
2.0,1.0,0.29195415351557913,0.26934288492993513,0.0,4.0,102,2182980,중식
2.0,1.0,0.3033485583126569,0.3370921651594513,0.0,7.0,6,93500,중식
2.0,1.0,0.30043485274898596,0.29053952177222375,0.0,8.0,29,683000,한식
0.0,2.0,0.3241728845769895,0.24808335552499547,0.0,3.0,1,21500,한식
0.0,1.0,0.34419277266060255,0.28273511518083855,1.0,6.0,3,161900,주점
0.0,1.0,0.32363698950215347,0.31421403915583057,1.0,6.0,1,15400,주점
2.0,1.0,0.2972852490943584,0.2760807978785636,0.0,4.0,166,4174700,중식
1.0,1.0,0.2848890887686061,0.28449942689481467,1.0,5.0,368,1082500,양식
2.0,0.0,0.3033485583126569,0.2843749455574589,0.0,3.0,7,331800,일식
2.0,3.0,0.2921139805953464,0.3362133525205224,0.0,7.0,168,1673700,양식
2.0,0.0,0.3133218919809332,0.28870286190746497,0.0,5.0,52,882000,중식
2.0,2.0,0.28541885793426114,0.24743397431414554,1.0,7.0,10,438000,일식
1.0,2.0,0.2867365272480098,0.34800439359000807,1.0,1.0,3,15000,양식
2.0,2.0,0.2964279505003217,0.33125769744731437,0.0,1.0,1,31000,중식
2.0,0.0,0.2929614705730089,0.30921501898484255,1.0,6.0,135,691800,양식
2.0,2.0,0.28708149028071417,0.26024238740357347,1.0,5.0,1737,46219115,한식
1.0,0.0,0.31370792391557334,0.3294826310344146,1.0,6.0,8,24700,양식
2.0,3.0,0.30698078241469223,0.2712133155658337,0.0,1.0,2,39900,중식
2.0,2.0,0.28750835805659214,0.3782953280013991,1.0,2.0,9,261000,한식
2.0,0.0,0.2720512816603624,0.2778715476646504,1.0,8.0,2,124000,일식
2.0,3.0,0.305415244921692,0.324318846260723,1.0,2.0,77,1845100,일식
1.0,3.0,0.29195415351557913,0.2517229052144584,0.0,4.0,45,696000,한식
2.0,2.0,0.3095515114886265,0.33162879937806117,1.0,4.0,28,765000,일식
1.0,1.0,0.2831385549572643,0.29857165569929395,0.0,7.0,4,30100,양식
1.0,2.0,0.31501210362201376,0.458518021267874,0.0,3.0,40,148200,양식
2.0,3.0,0.3041758140561515,0.2407987453196706,0.0,8.0,39,1025800,한식
0.0,1.0,0.3133218919809332,0.2688800356023856,1.0,3.0,16,595000,한식
2.0,0.0,0.30086534311805274,0.31335002801215583,1.0,3.0,46,1108200,일식
2.0,2.0,0.3241728845769895,0.2584464493608496,0.0,3.0,3,146000,일식
2.0,0.0,0.27959804215356293,0.26650097647036075,0.0,2.0,1,20000,일식
0.0,3.0,0.2720512816603624,0.263285369612039,1.0,2.0,1,47000,일식
1.0,1.0,0.32363698950215347,0.31421403915583057,1.0,5.0,15,241400,한식
1.0,1.0,0.30770967361599655,0.3266495148305533,0.0,7.0,15,61300,양식
0.0,1.0,0.2964279505003217,0.2546068575252374,1.0,3.0,20,940300,일식
2.0,2.0,0.2777624408633689,0.27343460961938404,0.0,6.0,39,1191600,일식
2.0,0.0,0.2870261807201703,0.33667260014542133,0.0,3.0,4,62000,주점
0.0,3.0,0.2972852490943584,0.29380433741333317,0.0,7.0,1,16000,한식
2.0,1.0,0.28708149028071417,0.26024238740357347,1.0,5.0,508,3512230,양식
2.0,2.0,0.2867365272480098,0.26973474910634754,0.0,5.0,1131,7564590,양식
2.0,0.0,0.2929614705730089,0.27098592134239363,0.0,2.0,558,16033400,한식
2.0,2.0,0.30043485274898596,0.26770309815689913,1.0,6.0,1122,8761578,양식
0.0,0.0,0.28738591990494883,0.259597094132066,1.0,2.0,3,90500,한식
2.0,0.0,0.2873508808325221,0.2765033362178341,1.0,6.0,43,1190300,중식
2.0,1.0,0.28767894699321445,0.24760749318394762,0.0,7.0,30,758500,중식
2.0,1.0,0.2831385549572643,0.2677354134864868,1.0,6.0,72,1295740,중식
2.0,1.0,0.30389048939083074,0.29270106106891136,1.0,8.0,1,75000,중식
0.0,2.0,0.3410034126156774,0.30795610571543,1.0,3.0,1,18900,양식
1.0,2.0,0.3033485583126569,0.34242260676569647,0.0,5.0,186,683400,양식
2.0,2.0,0.2786349152350703,0.3041151507259282,1.0,7.0,159,1065500,양식
2.0,0.0,0.3033485583126569,0.23696666511725503,0.0,5.0,875,21608350,한식
2.0,3.0,0.27415616473949106,0.24101702973450176,1.0,9.0,4,121000,한식
1.0,1.0,0.3101262549446101,0.3150397588616577,0.0,4.0,283,1030490,양식
2.0,0.0,0.3095515114886265,0.4163704630361504,1.0,8.0,2,29000,한식
2.0,0.0,0.2671829960159548,0.20172000264640086,1.0,5.0,27,518000,중식
2.0,3.0,0.2636909283438781,0.2896580528600521,0.0,5.0,183,7565500,한식
2.0,3.0,0.30086534311805274,0.29716992814022514,1.0,8.0,3,51600,양식
0.0,0.0,0.313943929122366,0.27480354102566007,1.0,2.0,1,9000,주점
2.0,3.0,0.3316133225484665,0.3735898410539491,0.0,1.0,13,51500,양식
2.0,0.0,0.30770967361599655,0.22166900578941517,0.0,4.0,38,2246700,일식
1.0,2.0,0.2964279505003217,0.2797324103094143,0.0,6.0,144,645800,양식
1.0,2.0,0.3316133225484665,0.4147196441485517,1.0,5.0,2,32000,한식
2.0,2.0,0.3033485583126569,0.34242260676569647,1.0,4.0,800,4218470,양식
1.0,3.0,0.3033485583126569,0.34242260676569647,1.0,4.0,121,387500,양식
2.0,3.0,0.3313552609992176,0.3136424195526123,1.0,2.0,149,882120,양식
2.0,2.0,0.28516829945536093,0.25537782513606017,0.0,7.0,88,2564100,중식
2.0,1.0,0.29038316002014286,0.29412962296833667,1.0,7.0,397,12167200,한식
2.0,3.0,0.2913993618949017,0.2974346662384169,1.0,4.0,516,3834689,양식
0.0,1.0,0.29165482142116217,0.2519178579523492,0.0,4.0,2,52500,중식
1.0,1.0,0.270468890062538,0.0,1.0,3.0,1,16000,한식
1.0,1.0,0.3041758140561515,0.253375585375292,0.0,2.0,498,1385000,양식
2.0,0.0,0.2917792185458611,0.23207056168762297,1.0,2.0,4,64800,일식
1.0,0.0,0.28399506263910707,0.27395077447858174,1.0,1.0,5,18500,양식
2.0,3.0,0.28750835805659214,0.26818174663538424,0.0,4.0,1577,10395220,양식
2.0,3.0,0.30698078241469223,0.3349981043160652,1.0,4.0,8,1281250,주점
2.0,3.0,0.29418079276132586,0.30394529349123334,0.0,3.0,162,12156810,한식
2.0,2.0,0.284605236366718,0.2701499149658833,0.0,3.0,666,3503800,양식
2.0,3.0,0.2786349152350703,0.26448450666135503,0.0,4.0,1612,11729340,양식
1.0,1.0,0.28708149028071417,0.26721952539538885,1.0,6.0,85,1478000,한식
2.0,3.0,0.30789741395079523,0.0,0.0,5.0,2,67000,주점
1.0,2.0,0.313943929122366,0.2235402614771026,1.0,3.0,26,222100,한식
2.0,3.0,0.29195415351557913,0.27808449998136864,0.0,5.0,43,1483300,일식
1.0,1.0,0.2965232184357257,0.2937183908375084,0.0,3.0,1,28000,일식
2.0,3.0,0.28943273899943706,0.2438199390434903,1.0,7.0,22,1289800,일식
1.0,2.0,0.3095515114886265,0.2903588338173144,1.0,6.0,1,18000,주점
2.0,2.0,0.28541885793426114,0.26760394567999424,0.0,1.0,22,303700,중식
2.0,2.0,0.3410034126156774,0.4014813307871035,0.0,7.0,11,264000,중식
1.0,2.0,0.2909647861804005,0.2660606383054931,0.0,3.0,7,119750,한식
2.0,0.0,0.28943273899943706,0.31759808764970493,1.0,4.0,1,86000,주점
2.0,0.0,0.2964279505003217,0.33125769744731437,0.0,8.0,4,7000,양식
2.0,3.0,0.28750835805659214,0.3782953280013991,0.0,2.0,1,24000,중식
2.0,1.0,0.29195415351557913,0.36481997188051163,0.0,1.0,12,112900,양식
2.0,2.0,0.30105717361236184,0.3261421329434842,0.0,3.0,107,4473400,일식
2.0,0.0,0.2913993618949017,0.28784961334360254,1.0,2.0,130,948830,양식
1.0,2.0,0.2867365272480098,0.2857641451023423,0.0,2.0,11,65000,한식
2.0,1.0,0.28750835805659214,0.251767850458203,1.0,3.0,2497,16838715,양식
2.0,0.0,0.27959804215356293,0.2548990533380778,0.0,3.0,323,11755783,한식
2.0,0.0,0.30086534311805274,0.41589926207855604,1.0,7.0,51,967900,한식
2.0,0.0,0.28541885793426114,0.2845359330966429,0.0,6.0,4,101000,주점
2.0,1.0,0.3033485583126569,0.29413553378162005,0.0,5.0,9,440000,일식
2.0,0.0,0.30043485274898596,0.29298508558438174,1.0,2.0,9,317000,일식
1.0,1.0,0.28278421402254517,0.22206462552865955,0.0,3.0,21,170400,한식
1.0,1.0,0.30770967361599655,0.25149315692132973,0.0,4.0,61,187000,양식
2.0,1.0,0.30789741395079523,0.03758432114429707,1.0,6.0,129,1723300,한식
2.0,0.0,0.2831385549572643,0.22395128438251743,1.0,2.0,1,29800,일식
0.0,3.0,0.2965232184357257,0.24854614997137797,0.0,5.0,3,58000,중식
2.0,0.0,0.3041758140561515,0.34666502879066113,0.0,2.0,1,34000,중식
2.0,0.0,0.28399506263910707,0.33020111624165266,0.0,4.0,85,3120000,중식
2.0,2.0,0.3133218919809332,0.40271829963048406,1.0,3.0,14,272700,중식
1.0,1.0,0.2909647861804005,0.2857586265672482,0.0,3.0,156,522700,양식
2.0,0.0,0.30296230924336176,0.3330308045254212,0.0,3.0,55,554000,양식
2.0,0.0,0.28767894699321445,0.32729974471616813,1.0,5.0,8,225000,주점
2.0,1.0,0.3095515114886265,0.2681092710664402,1.0,3.0,1107,44231600,한식
0.0,1.0,0.30698078241469223,0.2712133155658337,0.0,2.0,1,40000,일식
1.0,0.0,0.2731117557402044,0.2644845310500312,0.0,3.0,1,6000,한식
2.0,3.0,0.28767894699321445,0.3046884068471881,0.0,3.0,4,147800,주점
0.0,3.0,0.27415616473949106,0.22835754377269618,1.0,6.0,10,310000,한식
1.0,0.0,0.27959804215356293,0.27510545888136784,1.0,5.0,17,126700,양식
2.0,1.0,0.28767894699321445,0.25967375106013824,1.0,2.0,29,601600,중식
0.0,1.0,0.2671829960159548,0.2300680982223253,1.0,5.0,3,199500,주점
0.0,1.0,0.303952054156296,0.3130488609138336,1.0,2.0,2,26000,한식
2.0,1.0,0.34419277266060255,0.28273511518083855,1.0,1.0,12,182200,중식
2.0,3.0,0.30086534311805274,0.3130488609138336,1.0,4.0,10,647000,주점
2.0,0.0,0.2720512816603624,0.263285369612039,0.0,6.0,12,333000,중식
0.0,3.0,0.30086534311805274,0.41589926207855604,0.0,5.0,2,9500,양식
2.0,1.0,0.2921139805953464,0.2728187662688594,0.0,6.0,1154,33249230,한식
1.0,1.0,0.28278421402254517,0.28425474817688334,0.0,4.0,7,268500,한식
0.0,2.0,0.2786349152350703,0.30731465492935744,1.0,3.0,3,17200,양식
1.0,3.0,0.29190855299523194,0.2898140875009838,1.0,6.0,10,84500,한식
0.0,2.0,0.3313552609992176,0.3136424195526123,0.0,6.0,4,26500,한식
2.0,1.0,0.2777624408633689,0.289063621066596,1.0,8.0,22,657500,한식
1.0,2.0,0.29165482142116217,0.24524841825474852,1.0,7.0,15,137000,한식
2.0,1.0,0.30086534311805274,0.2543584252215556,0.0,3.0,45,1471000,한식
1.0,1.0,0.28278421402254517,0.3419580736946609,1.0,7.0,4,6000,양식
0.0,2.0,0.3133218919809332,0.2430274699529518,1.0,3.0,4,150500,주점
2.0,1.0,0.2929614705730089,0.2502151983910109,1.0,3.0,16,868600,일식
2.0,3.0,0.2636909283438781,0.2284367501935944,0.0,4.0,39,1149000,중식
0.0,3.0,0.28278421402254517,0.28425474817688334,0.0,3.0,4,157000,주점
1.0,1.0,0.27415616473949106,0.22835754377269618,1.0,5.0,1,4000,주점
2.0,3.0,0.2831385549572643,0.2757965312602582,0.0,3.0,1,23000,중식
2.0,3.0,0.29165482142116217,0.29225975730743675,0.0,1.0,8,138500,한식
2.0,0.0,0.3133218919809332,0.3200795999868695,1.0,2.0,7,161500,한식
2.0,1.0,0.284605236366718,0.27942160728743615,0.0,5.0,216,3742900,중식
2.0,0.0,0.2873508808325221,0.2601365689914712,0.0,6.0,659,25450130,한식
2.0,1.0,0.2921139805953464,0.36152680075631616,1.0,4.0,29,621000,중식
1.0,3.0,0.3133218919809332,0.2430274699529518,0.0,5.0,208,762450,양식
2.0,3.0,0.3041758140561515,0.3040877489820814,1.0,3.0,21,1749600,일식
2.0,1.0,0.2921139805953464,0.2963004291771869,1.0,3.0,29,1001800,일식
2.0,1.0,0.2936341644493487,0.3348925243957819,1.0,6.0,3,193000,일식
2.0,2.0,0.28516829945536093,0.25610172748092414,0.0,4.0,30,613402,중식
2.0,1.0,0.2786349152350703,0.2889190349863395,0.0,0.0,1,11600,양식
2.0,0.0,0.34824423527975024,0.3619354229538365,0.0,5.0,177,1772230,양식
2.0,1.0,0.2921139805953464,0.2728187662688594,0.0,3.0,24,813000,주점
1.0,3.0,0.305415244921692,0.32631958676275924,0.0,6.0,22,479000,한식
2.0,2.0,0.29165482142116217,0.2519178579523492,1.0,8.0,17,943500,일식
1.0,2.0,0.29038316002014286,0.2754626463133223,1.0,7.0,20,56200,양식
1.0,1.0,0.28944699219314657,0.32130014243233723,1.0,2.0,3,6000,양식
2.0,2.0,0.29165482142116217,0.28712853367784974,0.0,7.0,158,3503400,한식
2.0,2.0,0.27415616473949106,0.2696327356892513,0.0,7.0,20,438500,중식
2.0,1.0,0.30043485274898596,0.2550781573945185,1.0,4.0,12,83800,양식
1.0,1.0,0.30770967361599655,0.29565883150191435,0.0,2.0,6,17600,한식
2.0,2.0,0.305415244921692,0.3969472580748241,1.0,3.0,54,2192500,한식
2.0,0.0,0.313943929122366,0.38306048230586104,1.0,7.0,8,144000,한식
1.0,2.0,0.3250680620933622,0.2927046355227013,0.0,2.0,2,42300,한식
2.0,0.0,0.2961076762408007,0.2529369124748356,0.0,6.0,1124,47346300,한식
2.0,1.0,0.28750835805659214,0.3782953280013991,1.0,5.0,21,437800,한식
2.0,1.0,0.2937105638666578,0.29007368128560207,0.0,4.0,2468,49740732,한식
1.0,0.0,0.2777624408633689,0.2745943362945818,0.0,8.0,1,10000,한식
0.0,2.0,0.2917792185458611,0.2816428246126264,0.0,2.0,1,20000,양식
2.0,0.0,0.3022859040986899,0.3638653909555716,1.0,5.0,14,354000,한식
2.0,2.0,0.27959804215356293,0.259780945782849,0.0,4.0,836,5133700,양식
2.0,0.0,0.2965232184357257,0.26195086235607606,1.0,2.0,31,308200,양식
2.0,3.0,0.2752088125599304,0.30549703612433593,0.0,6.0,2,47000,중식
2.0,1.0,0.303952054156296,0.277601949865353,1.0,3.0,87,2261500,중식
2.0,3.0,0.30086534311805274,0.2718695363900415,0.0,6.0,2,36900,주점
1.0,3.0,0.30770967361599655,0.2714124187431067,1.0,3.0,25,443100,한식
1.0,3.0,0.2867365272480098,0.2963004291771869,1.0,6.0,11,157400,한식
2.0,2.0,0.30043485274898596,0.25668259821990885,1.0,6.0,154,4031400,중식
2.0,2.0,0.29418079276132586,0.32626630632012427,0.0,6.0,360,13498500,한식
2.0,0.0,0.2965232184357257,0.3504812016338491,1.0,3.0,61,327500,양식
1.0,3.0,0.28516829945536093,0.2753978604301128,1.0,4.0,81,254800,양식
2.0,2.0,0.32363698950215347,0.4020834573432233,0.0,6.0,26,857000,일식
1.0,0.0,0.32363698950215347,0.31421403915583057,1.0,5.0,72,351320,양식
2.0,0.0,0.3033485583126569,0.2135884416490862,1.0,8.0,1,36500,양식
2.0,0.0,0.2929614705730089,0.2824371970773615,1.0,7.0,7,299000,일식
1.0,3.0,0.28516829945536093,0.32769301841150694,0.0,6.0,35,157400,양식
2.0,0.0,0.28750835805659214,0.26916950667291556,1.0,7.0,3,100800,일식
0.0,2.0,0.30789741395079523,0.22249696622871637,1.0,4.0,1,18000,중식
2.0,2.0,0.305415244921692,0.3178734086056915,1.0,5.0,209,5005000,일식
0.0,2.0,0.28541885793426114,0.25795292684059035,1.0,4.0,1,27500,주점
2.0,2.0,0.2965232184357257,0.29168938572197683,1.0,5.0,785,21293530,한식
1.0,1.0,0.3101262549446101,0.2800734458690599,1.0,6.0,2,66000,한식
2.0,1.0,0.29195415351557913,0.5198119520498399,0.0,2.0,323,1783087,양식
2.0,1.0,0.303952054156296,0.24453591079837175,0.0,2.0,105,2170400,중식
2.0,2.0,0.3104321061719085,0.3292125769547086,1.0,5.0,469,11367450,한식
2.0,2.0,0.2720512816603624,0.2612090354234408,0.0,8.0,1,12000,중식
2.0,1.0,0.303952054156296,0.2606959928075127,1.0,3.0,87,3037800,주점
2.0,1.0,0.3410034126156774,0.283264147943573,1.0,3.0,194,4706562,중식
2.0,3.0,0.3095515114886265,0.2443034451356259,0.0,5.0,4144,117679626,한식
2.0,1.0,0.30770967361599655,0.29565883150191435,1.0,3.0,1107,6901994,양식
1.0,1.0,0.30389048939083074,0.36145643498166113,0.0,6.0,14,64100,양식
2.0,1.0,0.28767894699321445,0.30505095638664115,0.0,4.0,29,1006700,주점
1.0,2.0,0.2848890887686061,0.32512440660074254,1.0,4.0,63,224800,양식
2.0,1.0,0.3133218919809332,0.28870286190746497,1.0,2.0,2,59000,일식
2.0,3.0,0.284605236366718,0.35627455207227055,1.0,4.0,5,150000,주점
2.0,0.0,0.3133218919809332,0.3200795999868695,0.0,1.0,1,24500,한식
2.0,0.0,0.2928870606413812,0.29086159690834057,1.0,8.0,4,54000,중식
2.0,3.0,0.28278421402254517,0.234000834782,0.0,8.0,4,27800,양식
1.0,3.0,0.30105717361236184,0.2489284141188696,0.0,6.0,17,104700,양식
2.0,0.0,0.2923097039804287,0.26675713432845843,1.0,9.0,9,126000,한식
2.0,1.0,0.27785564431369575,0.3234139786360702,1.0,4.0,801,22302825,한식
1.0,1.0,0.29190855299523194,0.29093721393190314,1.0,4.0,238,1044800,양식
2.0,1.0,0.30105717361236184,0.42572268036725947,0.0,6.0,110,2618000,한식
2.0,0.0,0.30770967361599655,0.22166900578941517,0.0,3.0,708,22956780,한식
1.0,0.0,0.3022859040986899,0.266269677074097,0.0,5.0,6,138500,한식
2.0,1.0,0.2923097039804287,0.2637284602117329,1.0,3.0,639,28313900,한식
0.0,3.0,0.2937105638666578,0.28712853367784974,1.0,5.0,3,85000,한식
2.0,1.0,0.27959804215356293,0.2548990533380778,0.0,5.0,57,1531500,중식
2.0,1.0,0.2870261807201703,0.27285857987630235,0.0,6.0,96,2080300,한식
2.0,0.0,0.34824423527975024,0.41010355448374997,1.0,2.0,72,1147700,한식
2.0,1.0,0.30043485274898596,0.3717588384433228,0.0,8.0,19,365200,한식
1.0,3.0,0.3104321061719085,0.27931031474445667,1.0,3.0,1,32000,주점
2.0,3.0,0.29165482142116217,0.24524841825474852,1.0,7.0,40,941470,중식
1.0,2.0,0.30105717361236184,0.28925403090794766,1.0,3.0,162,586800,양식
1.0,2.0,0.2909647861804005,0.2400447132474733,1.0,4.0,114,388800,양식
1.0,1.0,0.2720512816603624,0.2612090354234408,0.0,5.0,127,618300,양식
2.0,3.0,0.28516829945536093,0.27702224947919124,0.0,4.0,103,3081400,일식
2.0,2.0,0.2873508808325221,0.24229007365703775,0.0,8.0,11,395500,중식
0.0,2.0,0.3022859040986899,0.29646344033281125,1.0,5.0,4,146000,한식
1.0,0.0,0.313943929122366,0.289506918513901,1.0,2.0,14,36800,양식
2.0,3.0,0.28278421402254517,0.22206462552865955,1.0,4.0,113,4424400,주점
1.0,1.0,0.3113035890430504,0.37529813033297166,1.0,6.0,11,38500,양식
2.0,1.0,0.2777624408633689,0.27343460961938404,1.0,3.0,1589,19928850,양식
2.0,2.0,0.2972852490943584,0.3164825160527563,1.0,5.0,563,14585820,한식
0.0,2.0,0.27785564431369575,0.28739314080188466,1.0,5.0,3,69500,양식
1.0,2.0,0.2923097039804287,0.2215904563012397,0.0,4.0,46,866600,한식
